reviewId,content,score
9d42aec8-7596-4579-a133-601fea158695,I give up to use Spotify because they block every features in free which is unnecessary,1
0eb423d7-654c-4d69-863c-263593cbc53d,It keeps getting worse,1
399dd00f-5061-4b8e-893b-a0f3b07156b2,Wrost app 😑 I've ever seen in my life,1
374e0f20-df37-45d1-9e9c-7e2f16d3450a,Worst in this new update using Spotify for more than 5 years now I am unistalling it... We can't play songs can't add in queue can't change the song according to our length,1
a7fbd8c9-e83a-466d-9ca9-2e6e2305a3e8,its a worst markating stratygy,1
d263b154-3387-484f-aa1c-1292598cf693,This was my favourite one now this app became a classic cooperate,1
a549d41f-dabe-40bc-9539-0a30e4acd800,Worst,1
d49dc5ae-0ac7-403d-b7ce-94b38b76ade7,Very bad,1
062eecea-ddb6-4133-8eac-9a61349b8bc3,This is very good music player 👍,3
72cefcd9-fe66-40fd-b5ae-cd2ab7c14534,Very bad experience,1
d26e184e-20a3-4292-9e9a-2375f8c365da,Very bad,1
cc0b1f34-fbed-4e27-93f8-943adb4d9e1b,Best aap I love it,5
1adb5bd4-5fe7-46ff-b436-9c7c16666328,Everything is fine but every now and then it gliches it won't let me play my playlist and it says it doesn't have any songs on the playlists I've uninstalled it multiple times and it still won't work until like a week later,3
1caef6f8-65f2-4b1f-9bc3-41e9777160be,Used to be good now it is too limited. Not worth using this app anymore.,1
f082cbc1-f9e3-4961-a852-a936b24c3dc1,I wish it was a little bit more like YouTube music where it would recommend songs right underneath the playlist you were listening I mean like the personal playlist you make,3
b77afaff-e20c-45ff-afe4-2fc3da37d7d4,More add,1
49675aeb-6d8e-48b0-91cd-93d3df0c48ed,Stupid app,1
60a30dac-7666-43e6-ae56-94a834b23a36,Trash,1
6ef947bc-118e-4efb-adc9-6b4307497212,Worst update,1
761730c3-61bb-4cb1-82e7-8330cd7a0f23,full of ads,1
806b8d6d-c31f-4c30-8b5e-2f4f4e24a633,you time is over...,1
1cce4335-0c0f-4e4a-81a0-e29e2a4c4062,Money hunger app better use other or cracked,1
619e78e1-662d-40bd-b044-5052164276ca,An App just for draining people's money! Pathetic how Spotify have changed into something soo useless,1
c0cf74ac-2464-4006-88cb-f90259fcdc5e,Premium not ofrtable,1
f8765936-31fa-4b4a-b2d0-1f3ae475bfe6,Bad,1
80a8f411-ba51-4030-a679-7e9556bd5990,I love the ease of use and the ability to control the app and equalizer. 100% recommend.,5
0986888c-2d40-4855-84e1-397949dbe5ea,Pretty good,4
bb56cffc-ffcf-450a-9dca-fb4a468d5900,Good 👍,4
a75ce546-7fae-4752-880d-3d008b6cf9f7,Bad update,1
6b40ead6-b663-4796-92d8-5bea97a5d6c5,Amazing and they always keep to there word about everything,5
5ab798b1-d700-49c1-bca0-41a4962b8522,Wow,5
d44b35b6-f4c4-4960-a2ab-af08deeedd6e,new update is sooooooo bad 👎👎👎👎,1
7d9848a0-afd9-4453-8006-c668d7e44ee8,For every thing they need payment what the hell is this??,1
c136bd10-f7f3-4dab-9ef7-1b0ce5d51318,Worst👎,1
421d7056-01bf-4380-8f0f-2c03e2f35312,Worse,1
d400f78d-0e30-44d0-b37b-bc95badedf56,Worst update ever. now in Spotify everything is just for primum,1
11653a1a-660a-4b1e-a2bd-a1f0a1fac100,Is this really a song listening app??,1
56897821-98eb-4c49-a3de-67b147c9ecee,I am happy with Spotify as it enable me listen to lots of the songs I like and the interface is super user friendly!,5
1b9af3e4-5f89-44b9-a9be-baa5f61703e0,Sab premium hi kar do free kyu likh rakha hai🙂,1
c8f6fd6b-ca3d-48af-a797-e9f6933f1eab,Feeds my delusions and ADHD,5
b6f55d4a-287a-4e9d-b009-957af511298f,The worst music app ever,1
a7fef846-cb41-4a64-b8a8-88147601e113,Spotify is an amazing music programme. I have never found any songs they don't have. It allows me to make my own wonderful playlists from a big selection of artists and genres,5
b7511627-0b26-4669-af9d-5257ca4af4e4,😡😡😡,4
1dc74216-c29e-4f52-8b38-be9440ad04b1,Worst app ever,1
